date,day_of_week,season,location,listing_type,base_price,demand_index,competitor_avg_price,occupancy_rate,event,customer_rating,lead_time,weather_score,final_price,discount_offered
2025-06-25,Wednesday,Summer,San Francisco,Hotel,211.48,0.64,192.92,99.05,No,4.8,43,0.77,254.44,0.0
2025-06-26,Thursday,Summer,Seattle,Hostel,145.83,0.49,144.5,72.32,No,4.3,47,0.94,155.01,0.0
2025-06-27,Friday,Summer,Boston,Hotel,170.37,0.39,143.41,48.68,Yes,4.1,12,0.79,155.27,17.3
2025-06-28,Saturday,Summer,Boston,Hotel,347.37,0.21,302.93,53.95,No,3.5,51,0.38,261.4,16.0
2025-06-29,Sunday,Summer,Austin,Hostel,129.97,1.0,146.8,54.07,Yes,3.9,38,0.98,177.05,0.0
2025-06-30,Monday,Summer,Boston,Airbnb,282.78,0.92,265.42,90.26,Yes,3.1,10,0.72,406.86,0.0
2025-07-01,Tuesday,Summer,Austin,Hostel,72.87,0.89,80.49,45.14,No,4.0,7,0.91,69.29,16.7
2025-07-02,Wednesday,Summer,Miami,Hotel,227.06,0.88,185.91,84.74,No,3.4,22,0.43,285.24,0.0
2025-07-03,Thursday,Summer,Miami,Hostel,375.47,0.95,301.7,80.47,No,3.9,7,0.84,477.38,0.0
2025-07-04,Friday,Summer,Boston,Hostel,229.99,0.6,243.3,93.67,Yes,4.4,53,0.98,303.82,0.0
2025-07-05,Saturday,Summer,Austin,Airbnb,394.76,0.45,413.61,33.48,Yes,3.5,28,0.7,375.33,12.0
2025-07-06,Sunday,Summer,New York,Hotel,360.89,0.52,292.49,60.87,No,4.8,14,0.5,375.55,0.0
2025-07-07,Monday,Summer,San Francisco,Hostel,492.83,0.43,481.19,37.23,No,3.5,40,0.69,385.15,16.3
2025-07-08,Tuesday,Summer,Chicago,Airbnb,138.07,0.49,111.37,88.77,No,4.6,16,0.52,153.58,0.0
2025-07-09,Wednesday,Summer,Boston,Hotel,294.7,0.92,327.88,33.06,No,4.4,11,0.98,263.38,20.0
2025-07-10,Thursday,Summer,Los Angeles,Hotel,398.62,0.52,397.73,54.97,No,5.0,2,0.45,407.75,0.0
2025-07-11,Friday,Summer,Austin,Hotel,335.23,0.22,313.93,82.33,No,4.6,32,0.32,296.19,10.3
2025-07-12,Saturday,Summer,Chicago,Hostel,463.2,1.0,545.72,81.06,Yes,4.1,0,0.67,668.48,0.0
2025-07-13,Sunday,Summer,Miami,Hotel,441.72,0.43,495.98,37.96,No,4.5,29,0.89,336.51,18.6
2025-07-14,Monday,Summer,New York,Airbnb,292.55,0.23,342.51,79.14,Yes,3.8,26,0.47,272.59,17.5
2025-07-15,Tuesday,Summer,New York,Hotel,392.56,0.47,414.2,87.97,Yes,4.8,34,0.4,491.45,0.0
2025-07-16,Wednesday,Summer,Boston,Hotel,148.99,0.21,132.73,53.29,No,3.1,19,0.58,116.27,12.7
2025-07-17,Thursday,Summer,Seattle,Hotel,376.84,0.58,303.58,30.9,No,4.3,28,0.85,331.68,9.7
2025-07-18,Friday,Summer,San Francisco,Hotel,262.01,0.39,313.27,48.24,No,3.8,19,0.53,225.19,9.6
2025-07-19,Saturday,Summer,Miami,Hotel,213.23,1.0,236.94,98.25,No,4.4,19,0.67,286.74,0.0
2025-07-20,Sunday,Summer,Austin,Hostel,422.43,0.38,370.9,85.53,No,4.4,58,0.84,367.58,17.8
2025-07-21,Monday,Summer,Miami,Airbnb,239.19,0.73,196.98,67.06,No,3.1,15,0.5,273.44,0.0
2025-07-22,Tuesday,Summer,Austin,Hotel,442.36,0.88,513.2,57.2,No,4.3,33,0.43,519.15,0.0
2025-07-23,Wednesday,Summer,Miami,Hotel,59.86,0.38,62.36,93.29,Yes,3.3,55,0.99,64.45,12.6
2025-07-24,Thursday,Summer,San Francisco,Airbnb,102.13,0.58,89.15,71.8,Yes,4.4,5,0.88,127.4,0.0
2025-07-25,Friday,Summer,Los Angeles,Hostel,203.58,0.81,214.79,97.05,No,3.8,38,0.4,257.56,0.0
2025-07-26,Saturday,Summer,Seattle,Hostel,289.59,0.65,338.53,73.91,No,3.3,39,0.52,327.74,0.0
2025-07-27,Sunday,Summer,Boston,Airbnb,480.04,0.54,419.88,65.93,Yes,3.1,9,0.99,582.67,0.0
2025-07-28,Monday,Summer,Seattle,Hostel,436.0,0.73,476.98,35.09,Yes,3.1,22,0.3,430.14,17.6
2025-07-29,Tuesday,Summer,Chicago,Hotel,277.75,0.57,248.72,61.31,No,4.9,55,0.52,294.95,0.0
2025-07-30,Wednesday,Summer,Miami,Hostel,159.43,0.47,178.35,71.04,No,3.5,44,0.61,167.58,0.0
2025-07-31,Thursday,Summer,Boston,Airbnb,225.68,0.24,226.64,38.82,No,4.7,6,0.61,180.43,7.3
2025-08-01,Friday,Summer,Miami,Hostel,412.86,0.57,342.73,80.33,No,3.6,41,0.36,461.99,0.0
2025-08-02,Saturday,Summer,Boston,Airbnb,130.78,0.98,115.79,41.83,Yes,3.7,42,0.63,139.91,18.8
2025-08-03,Sunday,Summer,Boston,Hostel,200.45,0.38,200.07,73.08,Yes,3.8,21,0.87,195.81,16.6
2025-08-04,Monday,Summer,New York,Hostel,206.11,0.75,164.89,95.23,No,4.1,21,0.95,254.69,0.0
2025-08-05,Tuesday,Summer,Seattle,Hotel,220.56,0.25,213.33,76.82,No,4.2,15,0.42,175.81,18.7
2025-08-06,Wednesday,Summer,Los Angeles,Hostel,356.73,0.76,426.0,35.26,No,3.9,22,0.6,315.68,16.5
2025-08-07,Thursday,Summer,Miami,Hotel,102.43,0.91,107.88,74.03,No,3.3,23,0.47,126.61,0.0
2025-08-08,Friday,Summer,Austin,Hotel,323.53,0.98,386.63,74.97,No,4.8,13,0.6,409.88,0.0
2025-08-09,Saturday,Summer,Miami,Hostel,169.74,0.55,193.11,94.9,No,4.0,13,0.72,196.0,0.0
2025-08-10,Sunday,Summer,Miami,Hostel,181.39,0.94,211.51,57.44,No,3.9,16,0.96,217.36,0.0
2025-08-11,Monday,Summer,Chicago,Airbnb,449.59,0.82,409.34,46.91,Yes,4.7,43,0.78,478.57,16.1
2025-08-12,Tuesday,Summer,Chicago,Hotel,400.49,0.5,442.88,30.46,No,4.0,19,0.88,305.0,19.1
2025-08-13,Wednesday,Summer,Los Angeles,Hostel,253.67,0.6,300.48,62.09,No,4.0,54,0.79,273.02,0.0
2025-08-14,Thursday,Summer,Miami,Hostel,308.0,0.23,292.54,69.58,No,4.6,41,0.64,255.35,12.8
2025-08-15,Friday,Summer,Seattle,Airbnb,482.78,0.43,533.31,70.23,No,4.4,34,0.37,498.56,0.0
2025-08-16,Saturday,Summer,Los Angeles,Airbnb,284.12,0.62,317.89,97.78,No,3.1,25,0.89,338.48,0.0
2025-08-17,Sunday,Summer,San Francisco,Hostel,263.31,0.65,315.47,96.61,No,3.5,14,0.57,315.93,0.0
2025-08-18,Monday,Summer,New York,Hotel,313.31,0.78,330.28,79.99,No,3.9,56,0.84,376.59,0.0
2025-08-19,Tuesday,Summer,San Francisco,Hostel,411.27,0.49,437.36,64.17,No,3.5,3,0.46,427.11,0.0
2025-08-20,Wednesday,Summer,Austin,Hotel,260.79,0.93,269.75,44.71,No,3.6,19,0.72,279.2,7.4
2025-08-21,Thursday,Summer,Boston,Hotel,454.17,0.57,429.92,38.87,Yes,3.3,17,0.49,432.52,16.8
2025-08-22,Friday,Summer,New York,Airbnb,434.54,0.94,375.65,51.27,Yes,4.7,6,0.96,577.86,0.0
2025-08-23,Saturday,Summer,Chicago,Hostel,373.7,0.25,355.57,36.0,No,4.7,41,0.54,261.63,18.4
2025-08-24,Sunday,Summer,Miami,Airbnb,327.62,0.62,304.77,47.06,Yes,4.2,10,0.87,360.77,7.4
2025-08-25,Monday,Summer,Boston,Hotel,263.15,0.94,315.65,47.54,No,4.9,5,0.9,264.47,14.0
2025-08-26,Tuesday,Summer,Seattle,Airbnb,316.18,0.69,343.86,51.91,No,3.1,28,0.57,342.02,0.0
2025-08-27,Wednesday,Summer,Austin,Airbnb,256.87,0.32,237.94,90.04,No,4.8,23,0.76,248.77,7.6
2025-08-28,Thursday,Summer,Seattle,Hostel,217.23,0.94,212.22,86.18,No,4.9,31,0.94,279.04,0.0
2025-08-29,Friday,Summer,Miami,Hotel,272.91,0.31,307.29,70.96,Yes,4.5,5,0.97,258.45,16.7
2025-08-30,Saturday,Summer,Miami,Airbnb,395.59,0.27,353.27,97.36,No,4.0,55,0.49,386.32,7.0
2025-08-31,Sunday,Summer,Seattle,Airbnb,475.23,0.31,446.86,51.34,No,4.7,1,0.42,376.63,14.6
2025-09-01,Monday,Fall,Los Angeles,Hostel,463.73,0.61,426.26,41.14,No,4.7,18,0.71,398.21,15.6
2025-09-02,Tuesday,Fall,Boston,Hostel,85.21,0.65,77.58,73.21,No,4.3,20,0.59,96.26,0.0
2025-09-03,Wednesday,Fall,New York,Hotel,291.92,0.41,267.0,33.22,No,3.6,41,0.79,237.65,10.9
2025-09-04,Thursday,Fall,New York,Hotel,106.75,0.59,107.69,44.13,No,4.9,12,0.63,88.38,18.7
2025-09-05,Friday,Fall,Los Angeles,Hotel,305.62,0.62,343.09,30.28,Yes,3.4,12,0.85,297.23,14.6
2025-09-06,Saturday,Fall,New York,Hostel,203.33,0.24,233.06,41.89,No,4.9,14,0.54,145.87,17.7
2025-09-07,Sunday,Fall,San Francisco,Airbnb,369.85,0.92,333.06,95.19,No,3.1,31,0.78,482.13,0.0
2025-09-08,Monday,Fall,New York,Airbnb,161.44,0.35,144.03,48.45,Yes,3.5,56,0.45,155.95,11.0
2025-09-09,Tuesday,Fall,Boston,Hostel,234.55,0.55,269.15,72.79,No,3.0,23,0.89,255.28,0.0
2025-09-10,Wednesday,Fall,Boston,Hotel,346.04,0.25,330.96,49.5,No,4.2,29,0.82,281.38,9.5
2025-09-11,Thursday,Fall,Austin,Airbnb,400.69,0.46,389.47,63.56,No,4.9,40,0.82,410.58,0.0
2025-09-12,Friday,Fall,Austin,Hotel,376.93,0.96,339.68,81.95,No,3.1,28,0.62,482.41,0.0
2025-09-13,Saturday,Fall,Seattle,Airbnb,418.11,0.21,484.68,58.91,No,3.5,46,0.59,341.19,10.4
2025-09-14,Sunday,Fall,Austin,Airbnb,132.41,0.92,113.77,74.5,No,4.8,16,0.86,164.39,0.0
2025-09-15,Monday,Fall,Boston,Airbnb,172.4,0.84,175.19,83.7,No,4.1,8,0.85,213.28,0.0
2025-09-16,Tuesday,Fall,Los Angeles,Airbnb,88.26,0.67,99.6,90.31,Yes,3.1,2,0.6,118.17,0.0
2025-09-17,Wednesday,Fall,Seattle,Airbnb,193.22,1.0,199.41,36.44,No,4.0,33,0.57,209.22,6.6
2025-09-18,Thursday,Fall,Boston,Hostel,393.2,0.88,406.94,41.29,No,3.0,25,0.87,404.62,8.6
2025-09-19,Friday,Fall,Seattle,Hotel,387.75,0.9,412.95,52.94,No,4.8,44,0.73,453.21,0.0
2025-09-20,Saturday,Fall,Austin,Hostel,470.04,0.95,483.59,50.83,No,5.0,27,1.0,555.82,0.0
2025-09-21,Sunday,Fall,Austin,Hotel,411.94,0.78,404.03,51.84,No,4.7,52,0.89,460.35,0.0
2025-09-22,Monday,Fall,Los Angeles,Hotel,420.95,0.78,480.7,57.11,No,3.2,35,0.48,477.08,0.0
2025-09-23,Tuesday,Fall,Los Angeles,Hotel,461.71,0.75,505.52,52.77,No,4.4,55,0.44,511.72,0.0
2025-09-24,Wednesday,Fall,Boston,Airbnb,431.12,0.43,481.64,64.22,No,4.5,51,0.74,437.44,0.0
2025-09-25,Thursday,Fall,Seattle,Airbnb,157.38,0.84,150.72,62.1,No,4.3,8,0.74,184.5,0.0
2025-09-26,Friday,Fall,Chicago,Airbnb,105.23,0.61,125.65,46.47,No,4.4,44,0.87,98.31,9.6
2025-09-27,Saturday,Fall,New York,Hostel,199.05,0.26,181.82,80.19,No,4.3,35,0.7,169.86,14.2
2025-09-28,Sunday,Fall,Boston,Hotel,276.01,0.21,320.18,87.89,No,3.3,12,0.94,240.95,12.5
2025-09-29,Monday,Fall,New York,Hotel,171.37,0.51,167.01,76.9,Yes,3.1,39,0.56,211.59,0.0
2025-09-30,Tuesday,Fall,Miami,Airbnb,227.54,0.57,241.75,48.26,No,3.0,56,0.94,215.03,7.6
2025-10-01,Wednesday,Fall,San Francisco,Hotel,121.35,0.87,139.27,36.51,No,4.8,20,0.82,125.53,6.6
2025-10-02,Thursday,Fall,Los Angeles,Hostel,247.16,0.31,295.38,53.31,No,4.2,17,0.97,212.83,7.8
2025-10-03,Friday,Fall,Miami,Airbnb,121.1,0.77,100.49,63.8,No,4.0,21,0.95,139.19,0.0
2025-10-04,Saturday,Fall,Chicago,Hotel,177.14,0.43,158.31,40.21,No,3.7,35,0.47,136.76,18.1
2025-10-05,Sunday,Fall,Los Angeles,Airbnb,454.55,0.57,443.65,42.26,No,4.9,58,0.94,407.39,10.8
2025-10-06,Monday,Fall,San Francisco,Hostel,138.74,0.69,152.13,39.16,Yes,4.6,36,0.64,153.16,7.5
2025-10-07,Tuesday,Fall,Los Angeles,Hotel,272.53,0.53,315.08,30.65,No,5.0,5,0.44,235.8,9.3
2025-10-08,Wednesday,Fall,Miami,Hostel,416.74,0.93,401.12,38.97,No,3.4,36,0.69,445.2,6.2
2025-10-09,Thursday,Fall,Los Angeles,Hotel,286.94,0.83,238.87,92.28,Yes,4.2,17,0.61,404.25,0.0
2025-10-10,Friday,Fall,Miami,Airbnb,349.63,0.87,319.21,37.53,No,3.9,50,0.96,331.22,14.7
2025-10-11,Saturday,Fall,Austin,Hostel,91.23,0.22,74.84,72.66,No,4.2,21,0.76,76.66,12.1
2025-10-12,Sunday,Fall,Miami,Hostel,193.02,0.49,180.24,52.71,Yes,4.4,23,0.81,222.77,0.0
2025-10-13,Monday,Fall,Los Angeles,Hotel,498.25,0.44,573.68,72.21,Yes,3.9,56,0.82,594.23,0.0
2025-10-14,Tuesday,Fall,Chicago,Airbnb,456.86,0.39,397.54,78.74,No,5.0,34,0.84,436.15,8.4
2025-10-15,Wednesday,Fall,Seattle,Hostel,450.68,0.89,425.87,57.01,No,4.4,10,0.96,530.46,0.0
2025-10-16,Thursday,Fall,Seattle,Hotel,343.99,0.98,355.01,87.48,No,4.6,27,0.31,448.71,0.0
2025-10-17,Friday,Fall,Chicago,Airbnb,131.11,0.94,139.69,51.39,No,3.1,44,0.46,154.73,0.0
2025-10-18,Saturday,Fall,San Francisco,Airbnb,482.08,0.75,573.51,89.42,No,4.0,9,0.6,587.3,0.0
2025-10-19,Sunday,Fall,Seattle,Airbnb,354.98,0.35,380.59,57.59,No,4.6,7,0.77,291.52,14.7
2025-10-20,Monday,Fall,Seattle,Airbnb,473.42,0.77,529.53,93.32,Yes,4.4,37,0.76,657.09,0.0
2025-10-21,Tuesday,Fall,Boston,Hostel,164.31,0.76,189.73,46.16,No,4.4,42,0.97,161.74,9.9
2025-10-22,Wednesday,Fall,Miami,Hostel,239.76,0.29,215.55,91.77,No,3.7,50,0.96,229.19,8.2
2025-10-23,Thursday,Fall,Austin,Hostel,497.13,0.79,475.75,39.12,No,3.6,16,0.88,472.86,12.2
2025-10-24,Friday,Fall,San Francisco,Hotel,445.67,0.48,496.62,45.66,Yes,4.5,1,0.8,430.7,14.4
2025-10-25,Saturday,Fall,Austin,Airbnb,409.17,0.25,361.72,40.81,No,3.4,32,0.76,298.43,16.4
2025-10-26,Sunday,Fall,Chicago,Airbnb,130.18,0.67,153.15,72.75,No,4.2,43,0.7,147.92,0.0
2025-10-27,Monday,Fall,Seattle,Hostel,498.16,1.0,483.02,74.45,No,4.0,6,0.62,634.33,0.0
2025-10-28,Tuesday,Fall,Los Angeles,Hotel,433.56,0.86,501.53,95.83,No,3.9,43,0.57,555.6,0.0
2025-10-29,Wednesday,Fall,San Francisco,Airbnb,207.82,0.55,228.03,65.1,No,4.6,25,0.91,221.39,0.0
2025-10-30,Thursday,Fall,Boston,Airbnb,286.27,0.64,261.18,62.4,Yes,4.9,35,0.92,355.89,0.0
2025-10-31,Friday,Fall,Austin,Airbnb,370.76,0.64,408.51,32.68,No,3.1,59,0.5,309.35,16.9
2025-11-01,Saturday,Fall,Boston,Hostel,321.49,0.76,305.4,60.13,Yes,3.4,2,0.53,412.92,0.0
2025-11-02,Sunday,Fall,Chicago,Airbnb,364.43,0.58,367.01,71.44,No,4.5,19,0.53,399.53,0.0
2025-11-03,Monday,Fall,Chicago,Airbnb,248.22,0.42,240.64,77.55,Yes,3.2,19,0.99,298.03,0.0
2025-11-04,Tuesday,Fall,Los Angeles,Hotel,273.65,1.0,272.53,45.38,Yes,4.0,55,0.78,341.5,6.6
2025-11-05,Wednesday,Fall,Miami,Hostel,486.12,0.38,431.75,62.19,No,3.7,59,0.85,414.72,13.7
2025-11-06,Thursday,Fall,Seattle,Hostel,489.15,0.86,586.69,71.18,No,3.4,33,0.69,590.67,0.0
2025-11-07,Friday,Fall,Seattle,Hotel,395.5,0.75,406.1,57.81,No,4.7,14,0.41,444.32,0.0
2025-11-08,Saturday,Fall,Austin,Hostel,349.91,0.41,329.83,95.84,No,3.5,15,0.89,385.43,0.0
2025-11-09,Sunday,Fall,Los Angeles,Airbnb,75.45,0.67,65.9,46.02,Yes,3.5,23,0.9,75.35,17.2
2025-11-10,Monday,Fall,Miami,Airbnb,493.47,0.95,465.09,57.95,No,4.5,47,0.31,594.06,0.0
2025-11-11,Tuesday,Fall,New York,Hostel,485.44,0.39,522.83,50.47,No,4.0,22,0.8,440.14,5.3
2025-11-12,Wednesday,Fall,Boston,Airbnb,488.03,0.38,520.03,60.43,No,3.1,9,0.92,437.65,8.8
2025-11-13,Thursday,Fall,Austin,Airbnb,207.49,0.38,247.84,40.69,No,3.7,9,0.62,153.78,19.8
2025-11-14,Friday,Fall,Chicago,Hotel,281.58,0.79,302.18,89.49,No,3.4,17,0.41,347.6,0.0
2025-11-15,Saturday,Fall,Miami,Airbnb,461.63,0.82,370.28,81.62,Yes,4.5,38,0.69,633.75,0.0
2025-11-16,Sunday,Fall,Boston,Hostel,231.95,0.59,218.51,49.55,Yes,4.3,47,0.91,254.72,7.3
2025-11-17,Monday,Fall,Seattle,Airbnb,420.28,0.4,408.06,93.1,No,3.9,42,0.87,457.81,0.0
2025-11-18,Tuesday,Fall,San Francisco,Hostel,357.95,0.63,423.01,84.19,No,3.2,15,0.59,413.28,0.0
2025-11-19,Wednesday,Fall,Los Angeles,Airbnb,407.72,0.24,393.16,52.28,No,3.3,32,0.8,309.21,16.0
2025-11-20,Thursday,Fall,Chicago,Hostel,498.61,0.82,475.19,69.01,No,3.7,59,0.45,590.87,0.0
2025-11-21,Friday,Fall,Los Angeles,Airbnb,410.03,0.6,443.83,69.89,No,3.1,55,0.36,450.9,0.0
2025-11-22,Saturday,Fall,Los Angeles,Airbnb,160.3,0.4,134.32,57.19,No,4.2,21,0.99,157.35,0.0
2025-11-23,Sunday,Fall,Los Angeles,Airbnb,115.83,0.44,93.4,85.09,No,3.6,56,0.51,125.24,0.0
2025-11-24,Monday,Fall,New York,Hotel,111.82,0.57,96.43,62.4,Yes,3.4,12,0.7,135.88,0.0
2025-11-25,Tuesday,Fall,San Francisco,Hotel,342.47,0.61,298.96,85.69,No,5.0,55,0.37,394.21,0.0
2025-11-26,Wednesday,Fall,Los Angeles,Hostel,348.83,0.69,345.11,59.35,No,4.8,8,0.48,385.13,0.0
2025-11-27,Thursday,Fall,Austin,Hostel,451.35,0.97,532.33,43.53,No,4.8,43,0.99,445.69,15.5
2025-11-28,Friday,Fall,Seattle,Hostel,387.97,0.99,311.46,74.38,No,4.5,59,0.9,492.39,0.0
2025-11-29,Saturday,Fall,Chicago,Hotel,236.01,0.76,253.21,77.34,No,4.0,46,0.68,279.91,0.0
2025-11-30,Sunday,Fall,New York,Hostel,245.87,0.56,236.08,94.24,Yes,3.7,5,0.84,321.28,0.0
2025-12-01,Monday,Winter,Chicago,Hostel,191.26,0.76,224.3,62.13,Yes,3.5,57,0.37,246.8,0.0
2025-12-02,Tuesday,Winter,Chicago,Airbnb,169.18,0.3,155.29,48.33,No,4.3,15,0.53,129.72,16.2
2025-12-03,Wednesday,Winter,San Francisco,Hotel,141.34,0.36,152.45,90.67,No,3.5,7,0.77,129.12,14.3
2025-12-04,Thursday,Winter,Chicago,Hostel,251.26,0.28,210.23,84.41,Yes,3.9,59,0.78,238.03,18.7
2025-12-05,Friday,Winter,New York,Airbnb,293.53,0.6,268.95,51.36,No,4.6,52,0.4,306.47,0.0
2025-12-06,Saturday,Winter,New York,Airbnb,134.53,0.95,140.49,92.45,No,3.9,28,0.4,175.88,0.0
2025-12-07,Sunday,Winter,Miami,Hostel,278.51,0.93,240.57,78.28,No,4.2,56,0.41,350.04,0.0
2025-12-08,Monday,Winter,Boston,Airbnb,473.72,0.7,539.49,47.26,Yes,4.5,3,0.74,524.95,9.3
2025-12-09,Tuesday,Winter,Austin,Hostel,96.7,0.34,109.22,37.29,Yes,3.9,3,0.76,94.74,6.5
2025-12-10,Wednesday,Winter,New York,Hotel,487.33,0.89,511.95,87.33,No,4.8,14,0.41,617.93,0.0
2025-12-11,Thursday,Winter,Los Angeles,Hostel,262.14,0.25,270.57,53.82,Yes,3.2,21,0.5,239.02,14.1
2025-12-12,Friday,Winter,New York,Hostel,210.82,0.82,223.61,46.41,Yes,3.3,22,0.5,243.38,8.9
2025-12-13,Saturday,Winter,Austin,Hotel,133.8,0.45,109.03,75.61,Yes,5.0,26,0.7,161.47,0.0
2025-12-14,Sunday,Winter,Miami,Hostel,421.83,0.3,410.97,72.66,No,4.4,43,0.46,370.08,11.2
2025-12-15,Monday,Winter,Austin,Airbnb,204.99,0.21,189.68,64.02,No,4.2,17,0.78,165.72,12.7
2025-12-16,Tuesday,Winter,San Francisco,Hostel,440.57,1.0,489.75,72.88,No,3.2,49,0.38,558.92,0.0
2025-12-17,Wednesday,Winter,New York,Hostel,447.43,0.77,401.1,92.07,No,4.3,55,0.99,552.22,0.0
2025-12-18,Thursday,Winter,Miami,Hotel,51.48,0.3,52.45,96.91,No,5.0,49,0.95,43.96,19.5
2025-12-19,Friday,Winter,Los Angeles,Airbnb,156.17,0.85,147.02,93.03,Yes,4.6,29,0.9,221.62,0.0
2025-12-20,Saturday,Winter,Boston,Airbnb,186.33,0.38,199.02,94.03,No,3.7,8,0.98,163.42,19.1
2025-12-21,Sunday,Winter,Seattle,Hostel,242.46,0.78,274.41,92.92,No,3.1,3,0.38,300.83,0.0
2025-12-22,Monday,Winter,Los Angeles,Hostel,291.26,0.61,264.64,87.9,No,3.4,9,0.77,337.19,0.0
2025-12-23,Tuesday,Winter,Boston,Hostel,79.9,0.9,93.93,73.25,Yes,4.8,46,0.8,110.24,0.0
2025-12-24,Wednesday,Winter,Los Angeles,Airbnb,161.91,0.86,147.17,99.49,No,3.6,47,0.75,209.26,0.0
2025-12-25,Thursday,Winter,Miami,Airbnb,215.32,0.89,226.85,45.07,No,3.7,17,0.44,198.06,19.4
2025-12-26,Friday,Winter,Miami,Hostel,160.13,0.4,188.56,93.06,No,3.5,50,0.5,174.41,0.0
2025-12-27,Saturday,Winter,Boston,Hotel,77.94,0.44,72.35,97.33,No,4.2,28,0.44,87.14,0.0
2025-12-28,Sunday,Winter,Boston,Hotel,396.98,0.97,358.71,87.28,No,3.5,20,0.68,516.01,0.0
2025-12-29,Monday,Winter,Miami,Hotel,429.62,0.25,446.24,80.19,No,5.0,52,0.89,376.2,11.6
2025-12-30,Tuesday,Winter,Austin,Hostel,157.29,0.64,178.68,60.32,No,3.3,41,0.37,170.97,0.0
2025-12-31,Wednesday,Winter,Chicago,Airbnb,408.38,0.4,336.27,58.09,No,4.6,33,0.96,401.96,0.0
2025-01-01,Wednesday,Winter,Los Angeles,Hostel,63.79,0.8,72.5,49.39,Yes,3.4,53,0.9,67.71,16.3
2025-01-02,Thursday,Winter,San Francisco,Hotel,159.12,0.62,139.02,49.69,No,4.0,35,0.59,136.29,18.2
2025-01-03,Friday,Winter,Austin,Hostel,347.34,0.3,381.31,66.41,No,3.5,18,0.5,279.76,16.9
2025-01-04,Saturday,Winter,New York,Hostel,121.69,0.4,135.56,60.36,Yes,3.4,14,0.39,138.86,0.0
2025-01-05,Sunday,Winter,Seattle,Hotel,139.87,0.68,122.79,55.57,Yes,3.5,8,0.8,173.26,0.0
2025-01-06,Monday,Winter,Boston,Hotel,348.14,0.21,298.31,45.63,No,3.5,58,0.82,284.39,6.2
2025-01-07,Tuesday,Winter,Los Angeles,Hostel,189.63,0.47,179.71,54.1,No,4.6,39,0.98,189.69,0.0
2025-01-08,Wednesday,Winter,San Francisco,Airbnb,141.06,0.76,160.35,67.79,No,3.6,4,0.66,163.26,0.0
2025-01-09,Thursday,Winter,Seattle,Airbnb,230.29,0.94,252.76,46.89,Yes,4.2,39,0.4,265.92,12.3
2025-01-10,Friday,Winter,Austin,Airbnb,409.54,0.96,473.36,62.01,No,4.3,34,0.68,499.65,0.0
2025-01-11,Saturday,Winter,Miami,Airbnb,200.49,0.7,165.9,40.16,No,4.1,47,0.99,199.66,5.2
2025-01-12,Sunday,Winter,San Francisco,Hotel,448.75,0.48,382.82,41.02,No,4.4,5,0.81,378.5,12.6
2025-01-13,Monday,Winter,New York,Airbnb,316.81,0.81,330.41,73.09,No,4.6,4,0.37,378.04,0.0
2025-01-14,Tuesday,Winter,Seattle,Airbnb,176.94,0.71,157.01,75.33,No,4.8,11,0.66,205.25,0.0
2025-01-15,Wednesday,Winter,Los Angeles,Airbnb,378.98,0.22,373.6,93.09,No,3.4,3,0.37,335.4,13.0
2025-01-16,Thursday,Winter,Chicago,Hostel,274.2,0.48,237.87,88.66,Yes,4.8,46,0.41,344.94,0.0
2025-01-17,Friday,Winter,Chicago,Hostel,228.09,0.72,258.05,85.41,No,4.4,11,0.81,272.39,0.0
2025-01-18,Saturday,Winter,Chicago,Hostel,255.89,0.24,275.34,74.96,No,4.4,7,0.68,211.92,14.7
2025-01-19,Sunday,Winter,Austin,Hotel,369.8,0.72,409.74,55.16,No,3.4,56,0.58,408.07,0.0
2025-01-20,Monday,Winter,Seattle,Hostel,268.3,0.79,221.79,94.68,Yes,3.5,54,0.89,375.63,0.0
2025-01-21,Tuesday,Winter,Miami,Hotel,163.7,0.31,143.6,97.97,Yes,4.1,54,0.81,168.27,15.6
2025-01-22,Wednesday,Winter,Los Angeles,Hotel,471.71,0.36,510.45,34.68,No,4.0,19,0.91,366.0,13.6
2025-01-23,Thursday,Winter,Miami,Airbnb,149.8,0.52,178.3,72.54,No,4.6,52,0.52,161.13,0.0
2025-01-24,Friday,Winter,Miami,Hotel,406.68,0.49,377.95,95.92,No,3.1,28,0.54,461.08,0.0
2025-01-25,Saturday,Winter,Austin,Airbnb,129.69,0.95,120.15,86.05,No,4.4,44,0.54,167.06,0.0
2025-01-26,Sunday,Winter,Los Angeles,Hotel,285.8,0.31,336.74,77.11,No,3.1,54,0.49,241.06,16.1
2025-01-27,Monday,Winter,Seattle,Airbnb,400.31,0.86,370.35,77.71,No,3.6,17,0.62,491.23,0.0
2025-01-28,Tuesday,Winter,New York,Airbnb,318.89,0.53,275.77,42.46,No,3.2,31,0.87,268.18,15.0
2025-01-29,Wednesday,Winter,Seattle,Hotel,265.83,0.58,249.02,37.49,No,4.5,33,0.46,235.28,11.0
2025-01-30,Thursday,Winter,Chicago,Hotel,151.25,0.48,165.08,72.77,No,3.2,9,0.56,160.37,0.0
2025-01-31,Friday,Winter,New York,Hostel,71.3,0.28,61.1,30.13,No,3.3,16,0.93,53.24,12.4
2025-02-01,Saturday,Winter,Los Angeles,Hostel,355.5,0.32,321.06,71.03,No,3.6,7,0.46,328.37,6.8
